50000,120.000000,150.000000,300.000000,50.000000,25.000000,5.000000,5.000000,5.000000,5.000000,100.000000,0.564080,0.568040,24.458266,24.262737,67.068307,66.898115
50000,120.000000,150.000000,300.000000,50.000000,50.000000,5.000000,5.000000,5.000000,5.000000,100.000000,0.564080,0.571980,24.458266,24.324518,67.068307,66.755818
50000,120.000000,150.000000,300.000000,50.000000,100.000000,5.000000,5.000000,5.000000,5.000000,100.000000,0.565860,0.567820,24.486580,24.229976,66.898467,67.032943
50000,120.000000,150.000000,300.000000,50.000000,200.000000,5.000000,5.000000,5.000000,5.000000,100.000000,0.565860,0.569800,24.486580,24.277199,66.898467,66.900124
50000,120.000000,150.000000,300.000000,50.000000,400.000000,5.000000,5.000000,5.000000,5.000000,100.000000,0.565860,0.573820,24.486580,23.956189,66.898467,66.522183
50000,120.000000,150.000000,300.000000,50.000000,25.000000,5.000000,2.500000,1.250000,5.000000,100.000000,0.637140,0.633960,14.720324,15.038889,62.483841,62.569633
50000,120.000000,150.000000,300.000000,50.000000,50.000000,5.000000,2.500000,1.000000,4.000000,100.000000,0.637140,0.639480,14.720324,14.237176,62.483841,62.201129
50000,120.000000,150.000000,300.000000,50.000000,100.000000,5.000000,2.500000,0.833333,3.333333,100.000000,0.637140,0.639200,14.720324,13.825208,62.483841,62.158067
50000,120.000000,150.000000,300.000000,50.000000,200.000000,5.000000,2.500000,0.735294,2.941176,100.000000,0.637140,0.646740,14.720324,13.170909,62.483841,61.492309
50000,120.000000,150.000000,300.000000,50.000000,400.000000,5.000000,2.500000,0.681818,2.727273,100.000000,0.637140,0.649320,14.720324,13.019333,62.483841,61.602936
50000,120.000000,150.000000,300.000000,50.000000,25.000000,5.000000,5.000000,2.500000,10.000000,100.000000,0.565860,0.563680,24.486580,24.521866,66.898467,66.972434
50000,120.000000,150.000000,300.000000,50.000000,50.000000,5.000000,5.000000,2.000000,8.000000,100.000000,0.565860,0.571120,24.486580,23.451822,66.898467,66.446560
50000,120.000000,150.000000,300.000000,50.000000,100.000000,5.000000,5.000000,1.666667,6.666667,100.000000,0.565860,0.581760,24.486580,22.467870,66.898467,65.724884
50000,120.000000,150.000000,300.000000,50.000000,200.000000,5.000000,5.000000,1.470588,5.882353,100.000000,0.565860,0.585180,24.486580,21.901863,66.898467,65.474251
50000,120.000000,150.000000,300.000000,50.000000,400.000000,5.000000,5.000000,1.363636,5.454545,100.000000,0.565860,0.587300,24.486580,21.528480,66.898467,65.544870
50000,120.000000,150.000000,300.000000,50.000000,25.000000,5.000000,10.000000,5.000000,20.000000,100.000000,0.477740,0.483640,35.965170,35.263467,72.012847,71.474543
50000,120.000000,150.000000,300.000000,50.000000,50.000000,5.000000,10.000000,4.000000,16.000000,100.000000,0.477740,0.491000,35.965170,34.075441,72.012847,71.051157
50000,120.000000,150.000000,300.000000,50.000000,100.000000,5.000000,10.000000,3.333333,13.333333,100.000000,0.477740,0.503400,35.965170,32.659746,72.012847,70.196245
50000,120.000000,150.000000,300.000000,50.000000,200.000000,5.000000,10.000000,2.941176,11.764706,100.000000,0.478900,0.505480,36.078746,32.350286,72.280024,70.143041
50000,120.000000,150.000000,300.000000,50.000000,400.000000,5.000000,10.000000,2.727273,10.909091,100.000000,0.478900,0.509300,36.078746,31.903006,72.280024,69.980344
